Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date
11133,AUSG,11133_G,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,23.1,28.5,1625,28,28,3,1967,28/3/1967
12825,AUSS,12825_S,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.4,28.5,1935,201167,20,11,1967,20/11/1967
12900,AUSE,12900_E,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27.4,28.5,1922,231167,23,11,1967,23/11/1967
12677,AUSM,12677_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,28.5,28.5,1958,251067,25,10,1967,25/10/1967
12999,AUSG,12999_G,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,29.4,28.5,2030,261167,26,11,1967,26/11/1967
11565,AUSI,11565_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,13.3,28.6,1035,6,6,6,1967,6/6/1967
10722,AUSL,10722_L,Ctenotus,grandis,Ctenotus grandis,UNK,UNK,UNK,16,28.6,828,24,24,2,1967,24/2/1967
11525,AUSI,11525_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,18.6,28.6,1635,31,31,5,1967,31/5/1967
11561,AUSI,11561_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,19.9,28.6,1715,5,5,6,1967,5/6/1967
11405,AUSE,11405_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,21.6,28.6,1308,10,10,5,1967,10/5/1967
11132,AUSG,11132_G,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,22.7,28.6,1615,28,28,3,1967,28/3/1967
10892,AUSL,10892_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,23,28.6,940,1,1,3,1967,1/3/1967
12901,AUSE,12901_E,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27.3,28.6,1931,231167,23,11,1967,23/11/1967
11387,AUSE,11387_E,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,28.1,28.6,1610,9,9,5,1967,9/5/1967
10874,AUSL,10874_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,29,28.6,1615,28,28,2,1967,28/2/1967
11206,AUSE,11206_E,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,29.2,28.6,1610,3,3,5,1967,3/5/1967
12043,AUSL,12043_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,18.2,28.7,1630,17,17,9,1967,17/9/1967
11318,AUSE,11318_E,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,19.9,28.7,816,8,8,5,1967,8/5/1967
12804,AUSA,12804_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.7,28.7,1915,191167,19,11,1967,19/11/1967
12899,AUSE,12899_E,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,28,28.7,1911,231167,23,11,1967,23/11/1967
12587,AUSS,12587_S,Strophurus,strophurus,Strophurus strophurus,UNK,UNK,UNK,28.5,28.7,1855,221067,22,10,1967,22/10/1967
12430,AUSN,12430_N,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.7,28.7,1850,11067,1,10,1967,1/10/1967
12635,AUSM,12635_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,28.7,28.7,1853,241067,24,10,1967,24/10/1967
12637,AUSM,12637_M,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.9,28.7,1902,241067,24,10,1967,24/10/1967
12611,AUSM,12611_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,29.8,28.7,1950,231067,23,10,1967,23/10/1967
12006,AUSL,12006_L,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,30.4,28.7,1630,30,30,8,1967,30/8/1967
11536,AUSI,11536_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,16,28.8,1610,1,1,6,1967,1/6/1967
11445,AUSE,11445_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,20.3,28.8,1235,11,11,5,1967,11/5/1967
10835,AUSL,10835_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22.7,28.8,745,27,27,2,1967,27/2/1967
11079,AUSN,11079_N,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,25.8,28.8,825,26,26,3,1967,26/3/1967
13221,AUSA,13221_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,25.9,28.8,2055,291267,29,12,1967,29/12/1967
13215,AUSA,13215_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,27.4,28.8,2017,291267,29,12,1967,29/12/1967
12847,AUSL,12847_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28,28.8,2005,211167,21,11,1967,21/11/1967
12990,AUSG,12990_G,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29.2,28.8,2011,261167,26,11,1967,26/11/1967
11334,AUSE,11334_E,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,31,28.8,1300,8,8,5,1967,8/5/1967
10706,AUSL,10706_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22.1,28.9,1450,23,23,2,1967,23/2/1967
11134,AUSG,11134_G,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,22.2,28.9,1710,28,28,3,1967,28/3/1967
13189,AUSI,13189_I,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,25.8,28.9,1940,31267,3,12,1967,3/12/1967
12754,AUSA,12754_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.4,28.9,1930,281067,28,10,1967,28/10/1967
12431,AUSN,12431_N,Heteronotia,binoei,Heteronotia binoei,UNK,UNK,UNK,28.5,28.9,1855,11067,1,10,1967,1/10/1967
13293,AUSA,13293_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29,28.9,2112,301267,30,12,1967,30/12/1967
11280,AUSE,11280_E,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,19.1,29,830,7,7,5,1967,7/5/1967
11547,AUSI,11547_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,19.6,29,1645,4,4,6,1967,4/6/1967
11130,AUSG,11130_G,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,23,29,1555,28,28,3,1967,28/3/1967
13057,AUSG,13057_G,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,24.9,29,1746,281167,28,11,1967,28/11/1967
12633,AUSM,12633_M,Nephrurus,vertebralis,Nephrurus vertebralis,UNK,UNK,UNK,28.7,29,1855,241067,24,10,1967,24/10/1967
12428,AUSN,12428_N,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29,29,1830,11067,1,10,1967,1/10/1967
10841,AUSL,10841_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,29.9,29,1105,27,27,2,1967,27/2/1967
13284,AUSA,13284_A,Strophurus,strophurus,Strophurus strophurus,UNK,UNK,UNK,30.6,29,2020,301267,30,12,1967,30/12/1967
13283,AUSA,13283_A,Diplodactylus,pulcher,Diplodactylus pulcher,UNK,UNK,UNK,30.9,29,2015,301267,30,12,1967,30/12/1967
11559,AUSI,11559_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,15,29.1,1812,5,5,6,1967,5/6/1967
12154,AUSE,12154_E,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,18.6,29.1,745,23,23,9,1967,23/9/1967
13184,AUSI,13184_I,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,26.2,29.1,1918,31267,3,12,1967,3/12/1967
13210,AUSA,13210_A,Diplodactylus,pulcher,Diplodactylus pulcher,UNK,UNK,UNK,29.2,29.1,1954,291267,29,12,1967,29/12/1967
10869,AUSL,10869_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,30.4,29.1,1515,28,28,2,1967,28/2/1967
11576,AUSI,11576_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,16.9,29.2,1350,6,6,6,1967,6/6/1967
11555,AUSI,11555_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,17.5,29.2,1750,5,5,6,1967,5/6/1967
11830,AUSD,11830_D,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,20.2,29.2,1550,22,22,8,1967,22/8/1967
11193,AUSL,11193_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,22.6,29.2,815,3,3,5,1967,3/5/1967
10861,AUSL,10861_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22.8,29.2,910,28,28,2,1967,28/2/1967
12427,AUSN,12427_N,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,27.6,29.2,1825,11067,1,10,1967,1/10/1967
10522,AUSA,10522_A,Strophurus,elderi,Strophurus elderi,UNK,UNK,UNK,28.4,29.2,0,31,31,1,1967,31/1/1967
10553,AUSA,10553_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29.2,29.2,2005,1,1,2,1967,1/2/1967
11127,AUSG,11127_G,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,,29.2,1410,28,28,3,1967,28/3/1967
11932,AUSD,11932_D,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,20,29.3,1547,26,26,8,1967,26/8/1967
11412,AUSE,11412_E,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,21,29.3,1120,10,10,5,1967,10/5/1967
11447,AUSE,11447_E,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,24.1,29.3,1500,11,11,5,1967,11/5/1967
12307,AUSE,12307_E,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,25.7,29.3,1720,26,26,9,1967,26/9/1967
13211,AUSA,13211_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.7,29.3,1959,291267,29,12,1967,29/12/1967
12429,AUSN,12429_N,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30,29.3,1837,11067,1,10,1967,1/10/1967
13291,AUSA,13291_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30,29.3,2052,301267,30,12,1967,30/12/1967
10736,AUSL,10736_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,20.7,29.4,955,24,24,2,1967,24/2/1967
12927,AUSE,12927_E,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,21.5,29.4,800,241167,24,11,1967,24/11/1967
13075,AUSG,13075_G,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,21.6,29.4,905,291167,29,11,1967,29/11/1967
11120,AUSG,11120_G,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22.5,29.4,1255,28,28,3,1967,28/3/1967
12442,AUSY,12442_Y,Ctenophorus,reticulatus,Ctenophorus reticulatus,UNK,UNK,UNK,25.6,29.4,1600,21067,2,10,1967,2/10/1967
11114,AUSG,11114_G,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27,29.4,1855,27,27,3,1967,27/3/1967
11330,AUSE,11330_E,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,27.4,29.4,1025,8,8,5,1967,8/5/1967
12426,AUSN,12426_N,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.4,29.4,1820,11067,1,10,1967,1/10/1967
13214,AUSA,13214_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,27.8,29.4,2015,291267,29,12,1967,29/12/1967
12704,AUSD,12704_D,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,28.9,29.4,900,271067,27,10,1967,27/10/1967
13298,AUSA,13298_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,29.4,29.4,2257,301267,30,12,1967,30/12/1967
12673,AUSM,12673_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,29.9,29.4,1935,251067,25,10,1967,25/10/1967
12748,AUSA,12748_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30,29.4,1905,281067,28,10,1967,28/10/1967
12496,AUSA,12496_A,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,,29.4,1040,191067,19,10,1967,19/10/1967
10690,AUSL,10690_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,18,29.5,945,23,23,2,1967,23/2/1967
11036,AUSL,11036_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,20.2,29.5,910,23,23,3,1967,23/3/1967
12030,AUSL,12030_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,29.5,1450,31,31,8,1967,31/8/1967
11122,AUSG,11122_G,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,22.4,29.5,1310,28,28,3,1967,28/3/1967
11911,AUSD,11911_D,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,23.2,29.5,1555,25,25,8,1967,25/8/1967
11767,AUSD,11767_D,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,25.7,29.5,1645,19,19,8,1967,19/8/1967
13213,AUSA,13213_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28,29.5,2010,291267,29,12,1967,29/12/1967
12910,AUSE,12910_E,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.3,29.5,1859,231167,23,11,1967,23/11/1967
12848,AUSL,12848_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.6,29.5,2015,211167,21,11,1967,21/11/1967
13290,AUSA,13290_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30,29.5,2050,301267,30,12,1967,30/12/1967
13292,AUSA,13292_A,Strophurus,strophurus,Strophurus strophurus,UNK,UNK,UNK,30.1,29.5,2110,301267,30,12,1967,30/12/1967
13287,AUSA,13287_A,Strophurus,strophurus,Strophurus strophurus,UNK,UNK,UNK,30.7,29.5,2040,301267,30,12,1967,30/12/1967
11451,AUSE,11451_E,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,13.5,29.6,815,12,12,5,1967,12/5/1967
11400,AUSE,11400_E,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,21.2,29.6,1211,10,10,5,1967,10/5/1967
11527,AUSI,11527_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,21.5,29.6,1550,31,31,5,1967,31/5/1967
11877,AUSD,11877_D,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.8,29.6,1625,24,24,8,1967,24/8/1967
12590,AUSS,12590_S,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.6,29.6,1930,221067,22,10,1967,22/10/1967
12612,AUSM,12612_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,28.1,29.6,1955,231067,23,10,1967,23/10/1967
10618,AUSA,10618_A,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,29,29.6,745,19,19,2,1967,19/2/1967
12652,AUSM,12652_M,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,,29.6,2045,241067,24,10,1967,24/10/1967
11306,AUSE,11306_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.2,29.7,1610,7,7,5,1967,7/5/1967
11386,AUSE,11386_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.6,29.7,1625,9,9,5,1967,9/5/1967
12994,AUSG,12994_G,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.6,29.7,1910,261167,26,11,1967,26/11/1967
12842,AUSL,12842_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,31,29.7,1930,211167,21,11,1967,21/11/1967
11128,AUSG,11128_G,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,24.8,29.8,1420,28,28,3,1967,28/3/1967
10599,AUSA,10599_A,Varanus,caudolineatus,Varanus caudolineatus,UNK,UNK,UNK,27.8,29.8,922,4,4,2,1967,4/2/1967
10452,AUSI,10452_I,Ctenophorus,reticulatus,Ctenophorus reticulatus,UNK,UNK,UNK,28.6,29.8,1610,20,20,1,1967,20/1/1967
12823,AUSS,12823_S,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.6,29.8,1922,201167,20,11,1967,20/11/1967
13322,AUSM,13322_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,29,29.8,1955,311267,31,12,1967,31/12/1967
13289,AUSA,13289_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30.5,29.8,2045,301267,30,12,1967,30/12/1967
13325,AUSM,13325_M,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30.7,29.8,1950,311267,31,12,1967,31/12/1967
11413,AUSE,11413_E,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,20.8,29.9,1130,10,10,5,1967,10/5/1967
12751,AUSA,12751_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.5,29.9,1914,281067,28,10,1967,28/10/1967
13329,AUSM,13329_M,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29.5,29.9,2035,311267,31,12,1967,31/12/1967
13328,AUSM,13328_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,30.5,29.9,2008,311267,31,12,1967,31/12/1967
13285,AUSA,13285_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30.7,29.9,2024,301267,30,12,1967,30/12/1967
11573,AUSI,11573_I,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,17,30,1230,6,6,6,1967,6/6/1967
11729,AUSM,11729_M,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,17.7,30,1440,17,17,8,1967,17/8/1967
12016,AUSL,12016_L,Menetia,greyii,Menetia greyii,UNK,UNK,UNK,18.2,30,1030,31,31,8,1967,31/8/1967
11397,AUSE,11397_E,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,20,30,1120,10,10,5,1967,10/5/1967
11522,AUSI,11522_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,20,30,1609,31,31,5,1967,31/5/1967
11609,AUS ,11609_ ,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,22,30,1201,11,11,6,1967,11/6/1967
11674,AUSI,11674_I,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,23.4,30,1730,15,15,6,1967,15/6/1967
13179,AUSI,13179_I,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,25.5,30,1925,31267,3,12,1967,3/12/1967
11367,AUSE,11367_E,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,26,30,935,9,9,5,1967,9/5/1967
10630,AUSA,10630_A,Ctenotus,leonhardii,Ctenotus leonhardii,UNK,UNK,UNK,27.4,30,840,20,20,2,1967,20/2/1967
12897,AUSE,12897_E,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,27.8,30,1902,231167,23,11,1967,23/11/1967
12987,AUSG,12987_G,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.4,30,1903,261167,26,11,1967,26/11/1967
13321,AUSM,13321_M,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29,30,1954,311267,31,12,1967,31/12/1967
12845,AUSL,12845_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29.4,30,1950,211167,21,11,1967,21/11/1967
12822,AUSS,12822_S,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.3,30,1905,201167,20,11,1967,20/11/1967
12844,AUSL,12844_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30.8,30,1933,211167,21,11,1967,21/11/1967
11978,AUSD,11978_D,Diporiphora,paraconvergens,Diporiphora paraconvergens,UNK,UNK,UNK,18.2,30.1,937,28,28,8,1967,28/8/1967
13212,AUSA,13212_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.2,30.1,2005,291267,29,12,1967,29/12/1967
12173,AUSE,12173_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.3,30.1,1727,23,23,9,1967,23/9/1967
13295,AUSA,13295_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.8,30.1,2020,301267,30,12,1967,30/12/1967
12609,AUSM,12609_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,29.5,30.1,1945,231067,23,10,1967,23/10/1967
12672,AUSM,12672_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,30,30.1,1930,251067,25,10,1967,25/10/1967
11471,AUSE,11471_E,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,18.3,30.2,1632,12,12,5,1967,12/5/1967
10860,AUSL,10860_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,20,30.2,843,28,28,2,1967,28/2/1967
11237,AUSY,11237_Y,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,22.2,30.2,905,5,5,5,1967,5/5/1967
10893,AUSL,10893_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,24,30.2,1025,1,1,3,1967,1/3/1967
10708,AUSL,10708_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,24.1,30.2,1510,23,23,2,1967,23/2/1967
12210,AUSE,12210_E,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,24.5,30.2,1717,24,24,9,1967,24/9/1967
12257,AUSE,12257_E,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,26.2,30.2,1645,25,25,9,1967,25/9/1967
10476,AUSA,10476_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,26.4,30.2,1950,29,29,1,1967,29/1/1967
10388,AUSG,10388_G,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,27.2,30.2,705,18,18,1,1967,18/1/1967
12174,AUSE,12174_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,27.7,30.2,1735,23,23,9,1967,23/9/1967
11385,AUSE,11385_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,29,30.2,1607,9,9,5,1967,9/5/1967
12610,AUSM,12610_M,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,29.8,30.2,1947,231067,23,10,1967,23/10/1967
10571,AUSA,10571_A,Pogona,minor,Pogona minor,UNK,UNK,UNK,30,30.2,740,3,3,2,1967,3/2/1967
11507,AUSI,11507_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,17.2,30.3,955,30,30,5,1967,30/5/1967
11912,AUSD,11912_D,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,23.2,30.3,1555,25,25,8,1967,25/8/1967
11763,AUSD,11763_D,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,25.6,30.3,1558,19,19,8,1967,19/8/1967
11053,AUSL,11053_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.8,30.3,1535,23,23,3,1967,23/3/1967
13327,AUSM,13327_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,30,30.3,2005,311267,31,12,1967,31/12/1967
12671,AUSM,12671_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,30.5,30.3,1900,251067,25,10,1967,25/10/1967
11977,AUSD,11977_D,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,17.3,30.4,931,28,28,8,1967,28/8/1967
12544,AUSA,12544_A,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,20,30.4,806,211067,21,10,1967,21/10/1967
11685,AUSI,11685_I,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,22,30.4,1405,17,17,6,1967,17/6/1967
12488,AUSI,12488_I,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25,30.4,850,41067,4,10,1967,4/10/1967
11959,AUSD,11959_D,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,25.2,30.4,1545,27,27,8,1967,27/8/1967
10617,AUSA,10617_A,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,26.6,30.4,725,19,19,2,1967,19/2/1967
12004,AUSL,12004_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.8,30.4,1718,30,30,8,1967,30/8/1967
12099,AUSE,12099_E,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,28,30.4,1150,21,21,9,1967,21/9/1967
12836,AUSL,12836_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.7,30.4,2000,211167,21,11,1967,21/11/1967
13209,AUSA,13209_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29.7,30.4,1950,291267,29,12,1967,29/12/1967
12634,AUSM,12634_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,29.9,30.4,1840,241067,24,10,1967,24/10/1967
13204,AUSA,13204_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,30,30.4,2000,291267,29,12,1967,29/12/1967
11236,AUSY,11236_Y,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,30.6,30.4,1605,4,4,5,1967,4/5/1967
13278,AUSA,13278_A,Strophurus,strophurus,Strophurus strophurus,UNK,UNK,UNK,30.8,30.4,2035,301267,30,12,1967,30/12/1967
13034,AUSG,13034_G,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,31.6,30.4,2142,271167,27,11,1967,27/11/1967
11930,AUSD,11930_D,Diporiphora,paraconvergens,Diporiphora paraconvergens,UNK,UNK,UNK,16.2,30.5,1100,26,26,8,1967,26/8/1967
11500,AUSI,11500_I,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,16.9,30.5,1045,29,29,5,1967,29/5/1967
12014,AUSL,12014_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,17.2,30.5,920,31,31,8,1967,31/8/1967
11003,AUSL,11003_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,21.7,30.5,915,22,22,3,1967,22/3/1967
11740,AUSD,11740_D,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,23.5,30.5,1640,18,18,8,1967,18/8/1967
