Species,ID,Liz Temperature,region,,reflectance,abs,year,notes
Meroles suborbitalis,no id,30,Dorsal central,dorsal,0.05,0.95,2019,
Meroles suborbitalis,no id,30,Dorsal central,dorsal,0.05,0.95,2019,
Meroles suborbitalis,no id,30,Dorsal central,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,41,30,Dorsal central,dorsal,0.09,0.91,2019,very matt colour individual
Pedioplanis lineocellata,41,30,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,41,30,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,41,30,Dorsal central,dorsal,0.14,0.86,2019,
Pedioplanis lineocellata,41,30,Dorsal central,dorsal,0.15,0.85,2019,
Pedioplanis lineocellata,41,30,Dorsal central,dorsal,0.15,0.85,2019,
Pedioplanis lineocellata,V,34,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,V,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,V,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,V,34,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,V,34,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,V,34,Dorsal central,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,X,34,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,X,34,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,X,34,Dorsal central,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,X,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,X,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,X,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,Z,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,Z,34,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,Z,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,Z,34,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,Z,34,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,L,32,Dorsal central,dorsal,0.13,0.87,2019,very red individual
Pedioplanis lineocellata,L,32,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,L,32,Dorsal central,dorsal,0.12,0.88,2019,
Pedioplanis lineocellata,L,32,Dorsal central,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,L,32,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,L,32,Dorsal central,dorsal,0.11,0.89,2019,
Trachylepis sparsa,no id,37,Dorsal central,dorsal,0.11,0.89,2019,caught just outside of cheeta house_TR
Trachylepis sparsa,no id,37,Dorsal central,dorsal,0.11,0.89,2019,
Trachylepis sparsa,no id,37,Dorsal central,dorsal,0.11,0.89,2019,
Trachylepis sparsa,no id,37,Dorsal central,dorsal,0.11,0.89,2019,
Trachylepis sparsa,no id,37,Dorsal central,dorsal,0.11,0.89,2019,
Trachylepis sparsa,no id,37,Dorsal central,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,22,35,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,22,35,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,22,35,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,22,35,Dorsal lateral,dorsal,0.11,0.89,2019,
Pedioplanis lineocellata,22,35,Dorsal lateral,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,22,35,Dorsal lateral,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,13,34,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,13,34,Dorsal lateral,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,13,34,Dorsal lateral,dorsal,0.3,0.7,2019,
Pedioplanis lineocellata,11,35,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,11,35,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,11,35,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,19,34.5,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,19,34.5,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,19,34.5,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,20,34.5,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,20,34.5,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,20,34.5,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,28,32.5,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,28,32.5,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,28,32.5,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,24,33,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,24,33,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,24,33,Dorsal lateral,dorsal,0.21,0.79,2019,
Pedioplanis lineocellata,30,35,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,30,35,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,30,35,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,30,35,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,30,35,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,30,35,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,32,35,Dorsal lateral,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,32,35,Dorsal lateral,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,32,35,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,32,35,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,32,35,Dorsal lateral,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,32,35,Dorsal lateral,dorsal,0.09,0.91,2019,
Pedioplanis lineocellata,35,30,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,35,30,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,35,30,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,35,30,Dorsal lateral,dorsal,0.03,0.97,2019,
Pedioplanis lineocellata,35,30,Dorsal lateral,dorsal,0.03,0.97,2019,
Pedioplanis lineocellata,35,30,Dorsal lateral,dorsal,0.03,0.97,2019,
Pedioplanis lineocellata,40,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,40,30,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,40,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,40,30,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,40,30,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,40,30,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,33.1,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,33.1,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,33.1,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,33.1,30,Dorsal lateral,dorsal,0.03,0.97,2019,
Pedioplanis lineocellata,33.1,30,Dorsal lateral,dorsal,0.03,0.97,2019,
Pedioplanis lineocellata,33.1,30,Dorsal lateral,dorsal,0.03,0.97,2019,
Meroles suborbitalis,no id,30,Dorsal lateral,dorsal,0.02,0.98,2019,
Meroles suborbitalis,no id,30,Dorsal lateral,dorsal,0.02,0.98,2019,
Meroles suborbitalis,no id,30,Dorsal lateral,dorsal,0.02,0.98,2019,
Pedioplanis lineocellata,41,30,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,41,30,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,41,30,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,41,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,41,30,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,41,30,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,V,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,V,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,V,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,V,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,V,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,V,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,X,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,X,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,X,34,Dorsal lateral,dorsal,0.06,0.94,2019,
Pedioplanis lineocellata,X,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,X,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,X,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,Z,34,Dorsal lateral,dorsal,0.08,0.92,2019,
Pedioplanis lineocellata,Z,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,Z,34,Dorsal lateral,dorsal,0.07,0.93,2019,
Pedioplanis lineocellata,Z,34,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,Z,34,Dorsal lateral,dorsal,0.05,0.95,2019,
Pedioplanis lineocellata,Z,34,Dorsal lateral,dorsal,0.04,0.96,2019,
Pedioplanis lineocellata,L,32,Dorsal lateral,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,L,32,Dorsal lateral,dorsal,0.1,0.9,2019,
Pedioplanis lineocellata,L,32,Dorsal lateral,dorsal,0.11,0.89,2019,
Trachylepis sparsa,no id,37,Dorsal lateral,dorsal,0.1,0.9,2019,
Trachylepis sparsa,no id,37,Dorsal lateral,dorsal,0.1,0.9,2019,
Trachylepis sparsa,no id,37,Dorsal lateral,dorsal,0.1,0.9,2019,
Agama aculeata aculeata,NA,25C,dorsal_central,dorsal,0.18,0.82,2017,
Agama aculeata aculeata,NA,25C,dorsal_central,dorsal,0.18,0.82,2017,
Agama aculeata aculeata,NA,25C,dorsal_central,dorsal,0.19,0.81,2017,
Agama aculeata aculeata,NA,25C,dorsal_left,dorsal,0.16,0.84,2017,
Agama aculeata aculeata,NA,25C,dorsal_left,dorsal,0.16,0.84,2017,
Agama aculeata aculeata,NA,25C,dorsal_left,dorsal,0.16,0.84,2017,
Agama aculeata aculeata,NA,25C,dorsal_right,dorsal,0.21,0.79,2017,
Agama aculeata aculeata,NA,25C,dorsal_right,dorsal,0.21,0.79,2017,
Agama aculeata aculeata,NA,25C,dorsal_right,dorsal,0.21,0.79,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.25,0.75,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,001/3-4,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,13,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.1,0.9,2017,
Pedioplanis lineocellata,15,25C,green spots,other,0.12,0.88,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,22,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.13,0.87,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.17,0.83,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.1,0.9,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,23,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.12,0.88,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.1,0.9,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.12,0.88,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,11,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,14,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.12,0.88,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.12,0.88,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.13,0.87,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.04,0.96,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,1001,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,25,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,25,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,25,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,25,25C,green spots,other,0.09,0.91,2017,
Pedioplanis lineocellata,25,25C,green spots,other,0.11,0.89,2017,
Pedioplanis lineocellata,25,25C,green spots,other,0.1,0.9,2017,
Pedioplanis lineocellata,12,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,12,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,12,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,12,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,12,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,12,25C,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,33,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,33,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,32,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,32,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,32,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,32,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,32,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,32,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,45,field fresh,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,green spots,other,0.07,0.93,2017,
Pedioplanis lineocellata,45,field fresh,green spots,other,0.06,0.94,2017,
Pedioplanis lineocellata,41,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,41,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,41,25C,green spots,other,0.08,0.92,2017,
Pedioplanis lineocellata,41,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,41,25C,green spots,other,0.05,0.95,2017,
Pedioplanis lineocellata,41,25C,green spots,other,0.06,0.94,2017,
Agama aculeata aculeata,NA,25C,throat,ventral,0.26,0.74,2017,
Agama aculeata aculeata,NA,25C,throat,ventral,0.26,0.74,2017,
Agama aculeata aculeata,NA,25C,throat,ventral,0.27,0.73,2017,
Meroles suborbitalis,5300,25C,throat,ventral,0.15,0.85,2017,
Meroles suborbitalis,5300,25C,throat,ventral,0.15,0.85,2017,
Meroles suborbitalis,5300,25C,throat,ventral,0.15,0.85,2017,
Meroles suborbitalis,5100,25C,throat,ventral,0.14,0.86,2017,
Meroles suborbitalis,5100,25C,throat,ventral,0.13,0.87,2017,
Meroles suborbitalis,5100,25C,throat,ventral,0.14,0.86,2017,
Meroles suborbitalis,5200,25C,throat,ventral,0.16,0.84,2017,
Meroles suborbitalis,5200,25C,throat,ventral,0.17,0.83,2017,
Meroles suborbitalis,5200,25C,throat,ventral,0.17,0.83,2017,
Meroles suborbitalis,5400,25C,throat,ventral,0.15,0.85,2017,
Meroles suborbitalis,5400,25C,throat,ventral,0.14,0.86,2017,
Meroles suborbitalis,5400,25C,throat,ventral,0.14,0.86,2017,
Meroles suborbitalis,5101,25C,throat,ventral,0.13,0.87,2017,
Meroles suborbitalis,5101,25C,throat,ventral,0.12,0.88,2017,
Meroles suborbitalis,5101,25C,throat,ventral,0.13,0.87,2017,
Meroles suborbitalis,5500,25C,throat,ventral,0.11,0.89,2017,
Meroles suborbitalis,5500,25C,throat,ventral,0.08,0.92,2017,
Meroles suborbitalis,5500,25C,throat,ventral,0.09,0.91,2017,
Pedioplanis lineocellata,001/3-4,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,001/3-4,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,001/3-4,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,14,25C,throat,ventral,0.35,0.65,2017,
Pedioplanis lineocellata,14,25C,throat,ventral,0.29,0.71,2017,
Pedioplanis lineocellata,14,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,14,25C,throat,ventral,0.3,0.7,2017,
Pedioplanis lineocellata,11,25C,throat,ventral,0.23,0.77,2017,
Pedioplanis lineocellata,11,25C,throat,ventral,0.2,0.8,2017,
Pedioplanis lineocellata,11,25C,throat,ventral,0.2,0.8,2017,
Pedioplanis lineocellata,15,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,15,25C,throat,ventral,0.22,0.78,2017,
Pedioplanis lineocellata,15,25C,throat,ventral,0.19,0.81,2017,
Pedioplanis lineocellata,13,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,13,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,13,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,001/3-4,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,001/3-4,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,001/3-4,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,23,25C,throat,ventral,0.13,0.87,2017,
Pedioplanis lineocellata,23,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,23,25C,throat,ventral,0.14,0.86,2017,
Pedioplanis lineocellata,22,25C,throat,ventral,0.2,0.8,2017,
Pedioplanis lineocellata,22,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,22,25C,throat,ventral,0.17,0.83,2017,
Pedioplanis lineocellata,21,25C,throat,ventral,0.27,0.73,2017,
Pedioplanis lineocellata,21,25C,throat,ventral,0.3,0.7,2017,
Pedioplanis lineocellata,21,25C,throat,ventral,0.36,0.64,2017,
Pedioplanis lineocellata,1001,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,1001,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,1001,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,1001,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,1001,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,1001,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,24,25C,throat,ventral,0.21,0.79,2017,
Pedioplanis lineocellata,24,25C,throat,ventral,0.22,0.78,2017,
Pedioplanis lineocellata,24,25C,throat,ventral,0.21,0.79,2017,
Pedioplanis lineocellata,24,25C,throat,ventral,0.12,0.88,2017,
Pedioplanis lineocellata,24,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,24,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,25,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,25,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,25,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,25,25C,throat,ventral,0.16,0.84,2017,
Pedioplanis lineocellata,25,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,25,25C,throat,ventral,0.15,0.85,2017,
Pedioplanis lineocellata,12,25C,throat,ventral,0.14,0.86,2017,
