,number,note_book,Site,Genus_species,datetime2,DEP,BT,TC_interp,TC,AT,TA_interp,TA1m,wt,svl,diff_TC,diff_TA,Error,Remove,Notes
4525,20100,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,5/7/1970 14:51,0,34.8,33.61,33.3013,25.5,25.61,25.61144388,3.7,57,1.2,-0.1,,,
3164,19290,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 16:08,0,34,32.7,34.8465273,19.6,19.52,19.77851963,3,53,1.3,0.1,,,
1719,18342,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:08,0,36.7,35.26,35.24103274,30.8,31.2,30.99745761,2.7,48,1.4,-0.4,,,
4492,19999,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 11:50,0,36.4,34.96,34.87887479,18.8,22.17,22.24230563,4.5,58,1.4,-3.4,,,
1682,18262,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 11:21,0,37.5,35.97,35.75611681,32.9,34.44,34.24709846,4,55,1.5,-1.5,,,
1685,18287,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 11:56,0,37.8,36.33,36.37164417,34.1,34.76,34.79344824,2.7,50,1.5,-0.7,,,
5296,20449,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,6/8/1970 14:25,0,36.4,34.86,34.5139864,22.6,24.17,24.08110901,3.3,58,1.5,-1.6,,,
1676,18076,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 10:28,0,37.1,35.52,35.30431818,30.8,33.06,32.01571119,2,46,1.6,-2.3,,,
6175,20861,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/9/1970 15:30,0,36.4,34.84,34.39831795,NA,22.34,20.90315269,5.3,63,1.6,NA,,,
1675,18312,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 10:09,0,37.1,35.37,35.30431818,28.4,32.35,32.01571119,5,60,1.7,-4,,,
1684,18283,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 11:26,0,37.7,36.02,35.75611681,31.5,34.48,34.24709846,3.5,55,1.7,-3,,,
3193,19381,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/5/1970 14:03,0,36.2,34.49,34.48738501,22.8,23.31,23.32332521,5.3,62,1.7,-0.5,,,
1677,18234,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 10:34,0,37.4,35.56,35.75611681,31,33.28,34.24709846,3,52,1.8,-2.3,,,
3160,19276,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,10/5/1970 14:53,0,36.6,34.66,34.56259976,19.2,20.47,20.43034984,2.3,49,1.9,-1.3,,,
4493,20048,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/7/1970 12:20,0,36.7,34.82,34.87887479,21.5,22.46,22.24230563,3,53,1.9,-1,,,
6173,20856,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/9/1970 13:30,0,36.7,34.83,34.67398085,21.3,23.34,23.630518,4,56,1.9,-2,,,
1723,18318,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 10:34,0,35.8,33.81,35.24103274,29.5,29.48,30.99745761,2.5,48,2,0,,,
1725,18364,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:30,0,37.3,35.31,35.37554697,33.1,31.75,32.49335894,3.2,50,2,1.4,,,
1717,18363,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:25,0,37.6,35.3,35.24103274,31,31.62,30.99745761,4.7,59,2.3,-0.6,,,
6170,20848,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,11/9/1970 12:28,0,37.5,35.24,35.47041916,20.2,22.52,22.07029974,3.6,56,2.3,-2.3,,,
827,16771,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 10:46,0,34.5,32.13,32.7391144,23.7,24.1,24.33822597,4,52,2.4,-0.4,,,
3158,19286,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 15:18,0,37,34.65,34.56259976,21.3,20.23,20.43034984,2.5,51,2.4,1.1,,,
3196,19354,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/5/1970 13:43,0,36.9,34.46,34.48738501,23.8,23.34,23.32332521,2.5,49,2.4,0.5,,,
1688,18268,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 11:57,0,38.9,36.34,36.37164417,34.8,34.77,34.79344824,2.5,48,2.6,0,,,
6174,20860,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/9/1970 15:03,0,37.9,35.23,35.27235923,NA,23.63,23.77379808,5.8,63,2.7,NA,,,
1673,18218,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 09:47,0,38,35.21,35.30431818,28.2,31.45,32.01571119,2.7,48,2.8,-3.2,,,
1680,18078,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 10:37,0,38.4,35.58,35.75611681,31.5,33.39,34.24709846,2.5,51,2.8,-1.9,,,
1715,18317,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 10:31,0,36.4,33.65,35.24103274,29.5,29.3,30.99745761,2.7,48,2.8,0.2,,,
3147,19237,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,10/5/1970 13:46,0,38.1,35.26,35.37046446,17.8,20.8,20.78845953,3.2,53,2.8,-3,,,
1716,18277,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 11:20,0,38.2,35.29,35.24103274,31.8,31.5,30.99745761,3.5,53,2.9,0.3,,,
3195,19382,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/5/1970 14:10,0,37.4,34.48,34.48738501,22.8,23.28,23.32332521,4.3,60,2.9,-0.5,,,
1727,18372,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 12:17,0,38.3,35.08,35.37554697,33.9,32.69,32.49335894,2.7,50,3.2,1.2,,,
1728,18354,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 12:15,0,38.6,35.12,35.37554697,32.8,32.67,32.49335894,4.5,60,3.5,0.1,,,
1681,18238,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,11/3/1970 10:47,0,39.3,35.66,35.75611681,30.7,33.76,34.24709846,1,38,3.6,-3.1,,,
805,16684,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,3/2/1970 13:23,0,34.2,30.42,31.1816866,30.2,26.77,26.95395765,4,61,3.8,3.4,,,
838,16838,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 15:21,0,35.5,31.72,30.91436221,28.1,25.29,25.08432291,5,61,3.8,2.8,,,
828,16751,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLL,Meroles suborbitalis,4/2/1970 10:37,0,36,31.74,32.7391144,26.4,23.95,24.33822597,5,61,4.3,2.4,,,
1726,18371,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 12:14,0,39.4,35.14,35.37554697,33.6,32.66,32.49335894,1.5,46,4.3,0.9,,,
1729,18353,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 12:11,0,39.8,35.19,35.37554697,33,32.62,32.49335894,2.5,48,4.6,0.4,,,
1714,18274,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,12/3/1970 10:21,0,37.8,33.1,31.94503055,29.6,28.72,27.49437439,2,43,4.7,0.9,,,
1697,18292,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 17:53,0,36.1,30.96,30.37833433,34.3,28.87,28.50700838,1.7,44,5.1,5.4,,,
837,16833,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 15:00,0,36.6,30.91,30.91436221,28.7,25.08,25.08432291,1.2,40,5.7,3.6,,,
1696,18296,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 18:05,0,35.9,30.13,30.37833433,34.2,28.39,28.50700838,3.2,50,5.8,5.8,,,
836,16801,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 13:35,0,35.7,29.09,28.14603785,26.2,23.65,23.19563609,2,46,6.6,2.6,,,
834,16787,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 13:32,0,36.1,29.2,28.14603785,26.2,23.71,23.19563609,1.2,41,6.9,2.5,,,
1694,18321,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 18:17,0,36.9,29.53,30.37833433,34.2,28.11,28.50700838,3,48,7.4,6.1,,,
1698,18300,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 18:15,0,37.6,29.63,30.37833433,34.3,28.15,28.50700838,2.5,47,8,6.1,,,
1695,18297,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLL,Meroles suborbitalis,11/3/1970 18:07,0,38.2,30.03,30.37833433,34.2,28.34,28.50700838,5.2,58,8.2,5.9,,,
835,16809,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 14:17,0,37.7,28.93,28.14603785,28.8,23.73,23.19563609,1,36,8.8,5.1,,,
841,16762,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLL,Meroles suborbitalis,4/2/1970 18:00,0,34,23.44,23.44157224,29,22.35,22.35345774,5.5,61,10.6,6.6,,,
695,16442,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,29/1/1970 09:00,0,27.4,35.4,35.40350095,30.1,32.09,32.09267412,4.2,58,-8,-2,,,
4465,19987,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/7/1970 12:05,0,31.2,34.75,34.74495081,19.7,23.51,23.46382704,4.5,57,-3.6,-3.8,,,
6361,20954,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,20/9/1970 10:46,0,35.3,38.25,39.04645914,27.4,33.55,34.49090918,4.9,58,-3,-6.1,,,
6362,20961,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,20/9/1970 12:03,0,36.9,39.72,39.86564815,32.1,35.45,35.46914305,5,61,-2.8,-3.4,,,
20,15797,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 16:43,0,32.2,34.83,34.57785835,32.2,31.57,31.25796863,NA,43,-2.6,0.6,,,
699,16445,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,29/1/1970 10:00,0,36,38.58,38.57685974,33.5,34.77,34.77433621,1.7,46,-2.6,-1.3,,,
722,16539,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,30/1/1970 07:26,0,31.7,33.82,34.68865965,27.7,26.28,25.39706031,1.5,46,-2.1,1.4,,,
3087,19221,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 11:10,0,32.3,34.43,34.27870787,18.2,22.65,22.68655812,5.7,63,-2.1,-4.4,,,
4464,19988,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/7/1970 12:10,0,32.7,34.76,34.74495081,20.2,23.55,23.46382704,5.7,62,-2.1,-3.4,,,
2290,18641,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:31,0,34.4,36.37,36.77056745,31.2,34.93,35.33549033,4.5,59,-2,-3.7,,,
3089,19242,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 11:40,0,32.9,34.9,35.20890586,17.7,22.55,22.48772428,4.5,60,-2,-4.9,,,
2294,18622,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:35,0,34.6,36.43,36.77056745,30.3,34.99,35.33549033,5.5,64,-1.8,-4.7,,,
2286,18616,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:05,0,34.6,36.02,35.95204262,30,34.57,34.50556676,4.7,57,-1.4,-4.6,,,
5210,20382,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/8/1970 13:25,0,33.3,34.61,34.41888144,11.5,14.63,14.65877128,4.5,58,-1.3,-3.1,,,
23,15802,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,1/1/1970 17:13,0,32,33.19,34.57785835,32,30.73,31.25796863,NA,38,-1.2,1.3,,,
3093,19245,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 12:04,0,34.3,35.21,35.20890586,18.8,22.48,22.48772428,5,61,-0.9,-3.7,,,
5211,20380,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/8/1970 13:03,0,33.6,34.44,34.41888144,11.8,14.65,14.65877128,5.3,61,-0.8,-2.8,,,
5235,20410,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,4/8/1970 13:11,0,34,34.79,34.90137304,16.3,19.61,19.61137648,4.7,61,-0.8,-3.3,,,
2224,18513,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 10:52,0,34.9,35.46,35.48371461,32.1,32.82,33.09920393,3.3,55,-0.6,-0.7,,,
48,15821,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/1/1970 11:04,0,36.5,36.98,36.91007231,27.6,31.5,31.42626343,NA,40,-0.5,-3.9,,,
47,15823,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/1/1970 11:24,0,37,37.35,36.91007231,27,31.87,31.42626343,NA,64,-0.4,-4.9,,,
694,16451,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,29/1/1970 08:22,0,35,35.37,35.34595877,27.6,29.97,28.73862393,6,66,-0.4,-2.4,,,
2221,18514,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 10:55,0,35.1,35.47,35.48371461,32.1,32.92,33.09920393,3.7,57,-0.4,-0.8,,,
2289,18624,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:44,0,36.1,36.55,36.77056745,32.2,35.11,35.33549033,4.2,58,-0.4,-2.9,,,
2293,18628,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 12:17,0,36.4,36.79,36.77056745,32.8,35.36,35.33549033,3.7,55,-0.4,-2.6,,,
3086,19216,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 11:08,0,34,34.4,34.27870787,16.6,22.66,22.68655812,5,61,-0.4,-6.1,,,
698,16472,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,29/1/1970 09:50,0,37.7,38.05,38.57685974,32.2,34.33,34.77433621,5.5,66,-0.3,-2.1,,,
45,15820,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/1/1970 11:00,0,36.7,36.91,36.91007231,26,31.43,31.42626343,NA,65,-0.2,-5.4,,,
700,16444,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,29/1/1970 09:56,0,38.2,38.37,38.57685974,32.8,34.6,34.77433621,1.2,42,-0.2,-1.8,,,
2287,18617,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:09,0,35.9,36.07,35.95204262,29.7,34.63,34.50556676,3.7,55,-0.2,-4.9,,,
46,15836,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/1/1970 10:55,0,36.6,36.69,36.91007231,24.6,31.06,31.42626343,NA,66,-0.1,-6.5,,,
6410,21022,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,22/9/1970 11:44,0,38.1,38.12,38.29211286,32.6,35.99,36.11019986,5.8,63,0,-3.4,,,
701,16458,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,29/1/1970 09:53,0,38.4,38.21,38.57685974,32.1,34.46,34.77433621,1.7,46,0.2,-2.4,,,
702,16463,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,29/1/1970 10:37,-2.5,39,38.81,38.95245863,34.6,37.75,39.60651436,5,64,0.2,-3.1,,,
3090,19227,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 12:09,0,35.4,35.21,35.20890586,18.8,22.48,22.48772428,5,61,0.2,-3.7,,,
3094,19230,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 12:36,0,35.4,35.21,35.21200754,19,22.44,22.40407644,5,58,0.2,-3.4,,,
2288,18619,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:15,0,36.5,36.16,35.95204262,30.6,34.71,34.50556676,4.5,58,0.3,-4.1,,,
697,16452,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,29/1/1970 08:34,0,35.8,35.38,35.40350095,28,30.64,32.09267412,3.2,49,0.4,-2.6,,,
3091,19243,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 11:56,0,35.5,35.15,35.20890586,18.2,22.5,22.48772428,5,61,0.4,-4.3,,,
3095,19229,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 12:33,0,35.6,35.21,35.21200754,20.6,22.44,22.40407644,5.7,65,0.4,-1.8,,,
4466,20381,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/7/1970 13:23,0,34.9,34.49,34.81744522,11.5,24.11,24.00051763,3,55,0.4,-12.6,,,
6342,20950,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,19/9/1970 15:35,0,35.2,34.85,34.90587336,28.3,27.04,25.46060961,6.5,62,0.4,1.3,,,
2218,18498,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 09:39,0,35.1,34.58,35.30139046,29.4,30.49,30.9798044,3.5,54,0.5,-1.1,,,
2291,18630,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 12:24,0,37.3,36.79,36.77056745,32.4,35.37,35.33549033,4.5,62,0.5,-3,,,
2216,18533,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 09:55,0,35.7,35.13,35.30139046,30.4,30.86,30.9798044,4,59,0.6,-0.5,,,
2219,18536,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 10:18,0,36,35.36,35.30139046,31.6,31.62,30.9798044,4,60,0.6,0,,,
3088,19226,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 12:02,0,35.9,35.21,35.20890586,18.8,22.48,22.48772428,5.2,59,0.7,-3.7,,,
3092,19228,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 12:20,0,35.9,35.21,35.20890586,19.5,22.46,22.48772428,6.2,64,0.7,-3,,,
2220,18532,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 09:47,0,35.6,34.85,35.30139046,30.2,30.67,30.9798044,4,58,0.8,-0.5,,,
3085,19222,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 11:26,0,35.5,34.68,34.27870787,19.2,22.6,22.68655812,5.2,64,0.8,-3.4,,,
5213,20390,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/8/1970 14:43,0,33.3,32.45,31.4866642,12.6,14.42,14.35537306,4.7,61,0.8,-1.8,,,
696,16443,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,29/1/1970 09:20,0,37.6,36.46,35.40350095,32.4,32.99,32.09267412,2.5,48,1.1,-0.6,,,
2260,18597,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,3/4/1970 11:50,0,36.4,35.3,35.40542602,31.1,33.75,33.83842563,1.5,46,1.1,-2.6,,,
2285,18607,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 10:35,0,36.8,35.68,35.95204262,28.9,33.25,34.50556676,4.2,56,1.1,-4.4,,,
2258,18589,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:59,0,35.9,34.7,34.74329159,30.1,33.23,33.28056108,3,54,1.2,-3.1,,,
2259,18588,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:54,0,35.8,34.49,34.74329159,29.6,33,33.28056108,3.5,56,1.3,-3.4,,,
2225,18520,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 11:22,0,36.8,35.44,35.48371461,33.1,33.33,33.09920393,4.3,58,1.4,-0.2,,,
2249,18577,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 09:16,0,33.9,32.49,32.61105507,26.2,26.53,25.10560483,3.5,50,1.4,-0.3,,,
2284,18608,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:05,0,37.4,36.02,35.95204262,30.5,34.57,34.50556676,4.5,61,1.4,-4.1,,,
2255,18592,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,3/4/1970 11:29,0,36.7,35.06,34.74329159,30.8,33.55,33.28056108,3,53,1.6,-2.7,,,
2256,18584,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:30,0,35.2,33.45,34.74329159,29,31.86,33.28056108,4,57,1.8,-2.9,,,
2292,18623,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,4/4/1970 11:38,0,38.3,36.47,36.77056745,31,35.03,35.33549033,3.3,54,1.8,-4,,,
6341,20945,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,19/9/1970 15:08,0,36.6,34.78,34.76306914,28.4,28.76,29.26221117,5.8,62,1.8,-0.4,,,
2222,18540,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 11:15,0,37.4,35.46,35.48371461,33.9,33.26,33.09920393,3.5,57,1.9,0.6,,,
2248,18578,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 09:24,0,34.3,32.43,32.61105507,26.6,27.24,25.10560483,2.7,51,1.9,-0.6,,,
24,15780,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 16:30,0,37,35.03,34.57785835,32.8,31.8,31.25796863,NA,39,2,1,,,
2217,18497,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 09:35,0,36.5,34.44,35.30139046,29.4,30.39,30.9798044,3,53,2.1,-1,,,
2261,18595,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,3/4/1970 11:41,0,37.4,35.2,35.40542602,31,33.66,33.83842563,3.5,55,2.2,-2.7,,,
2253,18555,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 09:47,0,34.6,32.26,32.16063232,28.4,29.29,30.44652752,3.7,59,2.3,-0.9,,,
6390,20998,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,21/9/1970 15:53,0,37.9,35.57,35.48462125,34,34.51,34.4007754,4.1,58,2.3,-0.5,,,
53,15831,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/1/1970 16:16,0,37.6,35.24,35.24092493,32.5,33.21,33.48436175,NA,61,2.4,-0.7,,,
6408,21009,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,22/9/1970 09:55,0,36.9,34.51,34.5118319,28.6,30.1,30.48988082,5.4,62,2.4,-1.5,,,
693,16390,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,29/1/1970 08:20,0,38,35.37,35.34595877,27.6,29.86,28.73862393,4,59,2.6,-2.3,,,
3096,19248,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,7/5/1970 13:40,0,35.2,32.53,31.19059935,18.6,22.17,22.0572889,4,57,2.7,-3.6,,,
18,15781,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 16:34,0,37.8,34.97,34.57785835,32.7,31.73,31.25796863,NA,43,2.8,1,,,
17,15801,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,1/1/1970 17:04,0,37.2,34.15,34.57785835,32.2,31.1,31.25796863,NA,35,3.1,1.1,,,
27,15809,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,1/1/1970 17:58,0,31.6,28.4,28.19131119,31.6,28.91,28.82897942,NA,63,3.2,2.7,,,
15,15751,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 14:55,0,38.4,35.1,35.09698653,32.6,32.48,32.47037594,NA,39,3.3,0.1,,,
21,15798,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 16:48,0,38.2,34.76,34.57785835,32.4,31.48,31.25796863,NA,44,3.4,0.9,,,
726,16523,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,30/1/1970 10:30,0,38.6,35.22,35.4894353,34,32.74,34.12534632,2,46,3.4,1.3,,,
2250,18559,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:15,0,36.2,32.81,32.16063232,29,31.16,30.44652752,3,55,3.4,-2.2,,,
