ClimNo,StasName,Latitude,Longitude,DateT,Rain(mm),Mx,Mn
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-14,0.00,37.50,22.00
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-15,0.00,38.40,19.00
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-16,0.00,38.70,18.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-17,0.00,37.20,19.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-18,0.00,32.90,19.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-19,0.00,33.30,19.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-20,0.00,25.20,9.50
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-21,0.00,27.50,10.80
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-22,0.00,37.60,13.40
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-23,0.00,34.20,17.30
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-24,0.00,31.10,17.40
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-25,0.00,30.40,13.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-26,0.00,29.30,13.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-27,0.00,30.80,11.40
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-28,0.00,29.40,13.10
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-29,0.00,33.10,13.40
0317474 1,UPINGTON - WK,-28.40,21.27,1969-11-30,0.00,37.30,15.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-01,0.00,39.70,18.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-02,0.00,32.20,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-03,0.00,34.30,12.00
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-04,0.00,37.60,14.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-05,0.00,38.20,15.80
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-06,0.00,39.10,20.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-07,0.00,30.80,18.90
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-08,0.00,30.90,15.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-09,0.00,35.00,13.10
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-10,0.00,36.40,17.90
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-11,0.00,38.10,22.10
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-12,0.00,38.50,21.60
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-13,0.00,35.40,20.10
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-14,0.00,34.30,15.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-15,0.00,35.10,16.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-16,0.00,36.90,19.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-17,0.00,38.60,21.40
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-18,0.00,37.60,23.30
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-19,0.00,35.80,18.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-20,0.00,36.80,16.80
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-21,0.00,32.70,16.90
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-22,0.00,34.50,13.80
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-23,0.00,37.80,16.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-24,0.00,35.30,19.30
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-25,0.00,36.20,19.00
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-26,0.00,39.50,18.40
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-27,0.00,40.40,23.10
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-28,0.00,39.30,21.10
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-29,0.00,41.60,19.70
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-30,0.50,37.90,27.20
0317474 1,UPINGTON - WK,-28.40,21.27,1969-12-31,0.00,37.30,23.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-01,0.00,32.70,21.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-02,0.00,32.30,14.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-03,0.00,38.70,14.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-04,0.00,32.50,20.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-05,0.00,35.00,14.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-06,0.00,39.70,15.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-07,0.00,40.40,23.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-08,0.00,39.40,23.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-09,0.00,40.30,20.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-10,0.00,38.70,19.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-11,0.00,32.40,16.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-12,0.00,32.30,15.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-13,0.00,36.10,15.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-14,0.00,35.30,19.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-15,0.00,34.20,15.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-16,0.00,34.10,19.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-17,0.30,36.70,19.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-18,0.00,35.50,19.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-19,0.00,36.50,17.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-20,0.00,40.20,18.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-21,0.30,39.40,26.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-22,17.20,38.10,26.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-23,0.00,38.90,21.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-24,1.80,37.40,21.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-25,0.00,37.00,21.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-26,0.00,35.20,18.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-27,0.00,36.30,18.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-28,0.00,37.00,19.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-29,0.00,38.00,20.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-30,0.00,38.80,22.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-01-31,0.00,37.60,25.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-01,4.50,37.60,21.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-02,0.00,35.30,21.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-03,27.30,33.00,22.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-04,3.90,30.60,19.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-05,0.30,31.70,18.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-06,0.00,30.10,21.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-07,0.00,29.70,17.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-08,0.00,33.20,18.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-09,0.00,36.60,18.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-10,0.00,36.00,20.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-11,0.00,37.50,20.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-12,0.00,28.60,20.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-13,0.00,38.40,20.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-14,0.00,36.80,20.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-15,0.00,32.80,18.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-16,0.00,34.80,18.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-17,0.00,36.60,23.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-18,3.10,37.20,22.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-19,0.00,34.80,16.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-20,0.00,39.00,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-21,0.00,39.40,23.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-22,0.00,38.90,25.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-23,0.00,38.30,24.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-24,0.00,33.40,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-25,0.00,39.10,22.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-26,0.00,38.60,22.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-27,0.00,38.30,22.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-02-28,0.00,40.90,25.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-01,0.00,34.40,21.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-02,0.00,34.60,17.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-03,0.00,36.90,15.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-04,0.00,32.60,15.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-05,0.00,33.60,13.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-06,0.00,34.10,15.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-07,0.00,38.50,15.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-08,0.00,36.20,18.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-09,0.00,31.40,14.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-10,0.00,32.90,13.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-11,0.00,36.20,17.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-12,0.00,35.80,20.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-13,0.00,35.30,20.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-14,0.00,35.80,20.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-15,0.00,34.60,20.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-16,0.00,36.80,18.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-17,0.00,37.20,18.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-18,0.50,35.70,22.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-19,2.10,23.70,17.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-20,0.00,30.80,14.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-21,0.00,32.20,15.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-22,0.00,35.20,16.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-23,0.00,36.70,18.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-24,0.00,38.00,19.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-25,0.00,37.60,21.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-26,0.00,36.50,20.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-27,0.00,30.00,20.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-28,0.00,27.00,12.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-29,0.00,31.00,9.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-30,0.00,35.80,13.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-03-31,0.00,34.20,17.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-01,0.00,34.90,16.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-02,0.40,35.80,18.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-03,0.00,34.70,21.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-04,0.00,34.40,20.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-05,0.00,34.40,20.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-06,0.00,33.30,13.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-07,0.00,30.60,16.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-08,0.00,34.70,12.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-09,0.00,34.70,18.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-10,0.00,35.10,19.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-11,0.00,31.70,13.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-12,0.00,30.80,13.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-13,0.00,32.20,14.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-14,0.00,28.50,16.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-15,0.00,32.90,11.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-16,0.00,24.60,13.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-17,0.00,23.90,10.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-18,0.00,27.50,9.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-19,11.50,22.10,16.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-20,0.00,23.60,10.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-21,0.00,26.10,11.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-22,0.00,27.20,12.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-23,0.00,27.10,11.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-24,0.00,27.60,13.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-25,1.90,22.90,16.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-26,0.00,28.40,13.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-27,0.00,26.40,16.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-28,0.00,29.70,14.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-29,0.00,29.70,12.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-04-30,0.10,31.30,13.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-01,0.70,29.90,18.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-02,0.00,28.30,12.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-03,0.00,30.80,12.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-04,0.00,31.10,12.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-05,0.00,30.60,10.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-06,0.00,31.10,15.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-07,0.30,19.20,12.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-08,0.00,12.10,4.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-09,0.00,16.50,1.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-10,0.00,18.00,3.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-11,0.00,21.40,4.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-12,0.00,22.60,6.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-13,1.70,27.00,3.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-14,0.00,24.10,13.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-15,0.00,24.70,14.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-16,0.00,29.70,15.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-17,0.00,29.20,17.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-18,0.00,21.10,12.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-19,0.00,23.00,3.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-20,0.00,26.70,6.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-21,0.00,28.90,7.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-22,0.00,29.30,10.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-23,0.00,30.90,14.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-24,0.00,25.90,13.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-25,0.00,22.80,8.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-26,0.00,19.70,7.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-27,0.00,24.60,6.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-28,0.00,26.90,10.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-29,0.00,18.60,5.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-30,0.00,13.60,6.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-05-31,0.00,13.10,-1.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-01,0.00,16.10,-2.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-02,0.00,19.80,-2.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-03,0.00,25.50,5.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-04,0.00,26.10,7.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-05,0.00,22.30,4.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-06,0.00,24.90,3.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-07,0.00,16.90,5.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-08,0.00,14.50,1.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-09,0.00,22.10,-0.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-10,0.00,26.50,9.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-11,0.00,13.40,5.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-12,0.00,15.60,-0.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-13,0.00,15.40,-0.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-14,0.00,16.90,-3.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-15,0.00,24.10,1.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-16,0.30,23.10,12.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-17,5.70,19.30,10.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-18,5.00,19.90,12.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-19,0.00,13.30,9.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-20,0.00,13.90,8.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-21,0.00,17.80,4.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-22,0.00,22.20,4.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-23,0.00,23.30,11.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-24,0.90,23.90,11.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-25,0.00,14.90,8.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-26,0.00,16.00,3.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-27,0.00,18.00,3.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-28,0.00,19.20,4.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-29,0.00,20.90,7.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-06-30,0.00,16.70,1.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-01,0.00,17.30,2.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-02,0.00,21.90,1.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-03,0.00,22.30,1.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-04,0.00,17.80,1.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-05,0.00,24.00,1.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-06,0.00,20.70,3.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-07,0.00,20.70,0.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-08,0.00,23.90,5.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-09,0.00,24.20,2.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-10,0.00,24.40,1.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-11,0.00,24.40,3.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-12,0.00,24.50,8.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-13,0.00,14.90,1.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-14,0.00,18.60,-1.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-15,0.00,20.60,0.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-16,0.00,19.50,6.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-17,0.00,21.10,4.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-18,0.00,14.90,2.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-19,0.00,20.90,1.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-20,0.00,19.10,2.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-21,0.40,11.60,3.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-22,0.00,9.90,-1.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-23,0.00,14.20,-3.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-24,0.00,20.90,1.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-25,0.00,23.80,10.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-26,0.00,23.40,11.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-27,0.00,25.50,10.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-28,0.00,27.80,5.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-29,0.00,16.50,5.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-30,0.00,13.40,-2.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-07-31,0.00,19.80,-1.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-01,0.00,24.30,-2.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-02,0.00,20.10,15.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-03,0.00,12.50,1.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-04,0.00,17.70,-1.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-05,0.00,22.10,0.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-06,0.00,22.40,1.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-07,0.00,27.10,1.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-08,0.00,29.30,9.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-09,0.00,16.20,4.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-10,0.00,20.10,-0.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-11,0.00,22.10,-0.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-12,0.00,26.10,2.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-13,0.00,24.30,4.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-14,0.00,29.30,6.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-15,0.00,18.20,6.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-16,0.00,20.50,-0.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-17,0.00,23.40,1.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-18,0.00,26.90,1.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-19,0.00,27.60,10.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-20,0.00,16.80,8.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-21,0.00,21.70,0.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-22,0.00,14.10,5.40
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-23,0.00,16.90,-0.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-24,0.00,18.30,0.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-25,2.50,13.80,3.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-26,2.10,8.50,4.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-27,0.00,15.10,6.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-28,0.00,15.30,3.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-29,0.00,21.70,3.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-30,0.00,24.80,10.60
0317474 1,UPINGTON - WK,-28.40,21.27,1970-08-31,0.00,18.50,4.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-01,0.00,13.00,3.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-02,0.00,16.70,-1.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-03,0.00,15.60,1.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-04,0.00,20.80,-0.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-05,0.00,19.60,1.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-06,0.00,22.90,2.90
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-07,0.00,29.20,6.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-08,0.00,30.80,10.80
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-09,0.00,18.40,4.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-10,0.00,15.70,2.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-11,0.00,23.10,3.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-12,0.00,29.70,5.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-13,0.00,24.70,5.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-14,0.00,28.20,4.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-15,0.00,33.70,7.70
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-16,0.00,35.80,11.30
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-17,0.00,36.40,19.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-18,0.00,34.70,19.00
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-19,0.00,27.10,11.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-20,0.00,34.70,9.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-21,0.00,35.90,17.50
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-22,0.00,34.70,12.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-23,0.00,35.90,13.10
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-24,0.00,24.60,12.20
0317474 1,UPINGTON - WK,-28.40,21.27,1970-09-25,0.00,21.00,9.00
