ClimNo,StasName,Latitude,Longitude,DateT,Rain(mm),Mx,Mn
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-22,0.00,15.00,7.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-23,0.00,20.90,5.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-24,0.00,18.70,4.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-25,0.00,23.40,4.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-26,0.00,27.30,5.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-27,0.00,29.20,7.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-28,0.00,30.60,10.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-29,0.00,16.10,6.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-30,0.00,17.70,1.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-08-31,0.00,26.80,0.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-01,0.00,28.80,5.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-02,0.00,28.80,10.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-03,0.00,30.70,6.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-04,0.00,30.50,8.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-05,0.00,29.40,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-06,0.00,30.10,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-07,0.00,32.00,11.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-08,0.00,29.00,16.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-09,0.00,30.70,11.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-10,0.00,32.40,14.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-11,0.00,33.70,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-12,0.00,34.50,9.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-13,0.00,30.30,17.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-14,0.00,34.90,11.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-15,0.00,28.60,11.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-16,0.00,22.30,5.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-17,0.00,18.20,7.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-18,0.00,22.00,2.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-19,0.00,24.40,3.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-20,0.00,26.80,4.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-21,0.00,29.10,4.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-22,0.00,32.30,7.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-23,0.00,34.50,8.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-24,0.00,36.50,7.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-25,0.00,22.90,8.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-26,0.00,24.90,8.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-27,0.00,28.80,8.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-28,0.00,34.50,9.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-29,0.00,36.70,13.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-09-30,0.00,37.20,14.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-01,0.00,22.40,13.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-02,0.00,21.60,7.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-03,0.00,19.30,6.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-04,0.00,21.70,5.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-05,0.00,29.40,7.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-06,0.00,35.60,12.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-07,0.00,33.20,20.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-08,0.00,25.60,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-09,0.00,21.60,7.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-10,0.00,29.80,6.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-11,0.00,35.20,9.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-12,0.00,34.00,15.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-13,0.00,34.00,20.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-14,0.00,35.00,17.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-15,0.00,37.00,16.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-16,0.00,36.80,16.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-17,0.00,33.80,16.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-18,0.00,36.90,15.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-19,0.00,38.80,17.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-20,0.00,36.90,17.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-21,0.00,35.30,12.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-22,0.00,36.40,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-23,0.00,39.20,15.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-24,0.00,34.80,18.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-25,0.00,32.90,16.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-26,0.00,31.40,16.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-27,1.40,38.40,16.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-28,0.00,35.70,20.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-29,0.00,37.40,20.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-30,0.00,30.70,16.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-10-31,0.40,30.60,13.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-01,0.00,30.70,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-02,0.00,24.90,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-03,0.00,23.00,7.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-04,0.00,27.30,7.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-05,0.00,29.50,13.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-06,0.00,32.80,12.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-07,0.00,35.90,15.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-08,0.00,37.20,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-09,0.00,36.40,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-10,0.00,36.30,14.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-11,0.00,34.80,14.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-12,0.00,34.20,15.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-13,0.00,34.80,13.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-14,0.00,36.50,16.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-15,7.20,32.70,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-16,0.00,35.90,17.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-17,0.00,32.90,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-18,1.80,37.00,16.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-19,6.00,36.20,22.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-20,0.00,36.40,19.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-21,0.00,32.80,16.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-22,0.00,36.20,16.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-23,0.00,37.40,18.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-24,0.00,34.20,16.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-25,0.00,35.10,17.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-26,0.00,40.50,17.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-27,0.00,38.80,19.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-28,0.00,38.60,18.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-29,0.00,41.30,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-11-30,0.00,34.80,22.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-01,0.00,37.10,19.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-02,0.00,36.60,17.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-03,0.00,33.20,17.80
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-04,0.00,29.90,13.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-05,0.00,34.70,15.50
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-06,0.00,40.70,16.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-07,0.00,34.90,19.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-08,0.00,32.50,18.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-09,0.00,31.40,15.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-10,0.00,30.20,13.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-11,0.00,33.10,17.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-12,0.00,38.90,14.40
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-13,0.00,41.30,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-14,0.00,41.60,21.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-15,0.00,41.50,22.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-16,0.00,38.50,21.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-17,0.00,35.10,16.10
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-18,0.00,36.30,17.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-19,0.00,35.90,16.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-20,0.00,39.30,19.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-21,0.50,36.90,23.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-22,0.00,36.00,21.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-23,0.80,31.00,22.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-24,0.00,35.70,22.60
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-25,0.00,39.30,23.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-26,0.00,38.60,22.30
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-27,0.00,35.40,20.20
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-28,0.00,37.40,16.70
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-29,0.00,33.30,17.90
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-30,0.00,28.40,17.00
0317475A8,UPINGTON WO,-28.41,21.26,2006-12-31,0.00,27.40,11.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-01,0.00,33.60,12.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-02,0.00,37.00,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-03,0.00,39.30,20.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-04,0.00,40.40,20.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-05,0.00,40.60,24.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-06,0.00,41.30,22.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-07,0.00,31.40,16.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-08,0.00,34.50,16.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-09,0.00,38.50,18.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-10,0.00,41.80,19.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-11,0.00,41.70,23.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-12,0.00,38.90,18.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-13,0.00,38.80,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-14,0.00,38.80,19.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-15,0.00,35.20,19.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-16,0.00,32.30,16.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-17,0.00,36.40,17.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-18,0.00,36.70,17.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-19,0.00,38.90,19.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-20,0.00,40.50,23.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-21,1.00,41.70,24.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-22,0.00,39.50,23.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-23,0.00,41.00,23.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-24,6.40,41.00,22.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-25,1.50,32.90,22.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-26,7.00,35.90,21.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-27,0.00,36.80,21.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-28,0.00,39.40,22.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-29,0.00,39.50,26.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-30,0.00,36.80,22.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-01-31,0.00,39.80,21.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-01,0.00,34.80,20.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-02,0.00,38.10,17.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-03,0.00,37.50,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-04,0.00,36.10,17.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-05,0.00,38.40,20.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-06,0.00,39.70,20.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-07,0.00,41.50,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-08,0.00,38.20,22.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-09,0.00,38.40,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-10,0.00,24.30,15.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-11,0.00,25.70,9.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-12,0.00,28.20,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-13,0.00,32.90,13.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-14,0.00,36.20,15.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-15,0.00,38.30,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-16,0.00,32.90,16.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-17,0.00,39.70,14.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-18,1.60,40.90,18.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-19,0.00,39.60,22.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-20,0.00,39.60,24.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-21,0.00,41.10,21.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-22,0.00,42.00,22.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-23,0.00,42.10,22.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-24,0.00,40.60,26.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-25,0.00,39.10,26.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-26,0.00,37.20,24.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-27,0.80,39.60,24.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-02-28,0.00,38.10,23.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-01,0.00,35.30,23.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-02,0.40,38.20,21.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-03,1.50,30.00,21.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-04,0.00,22.70,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-05,0.00,25.50,10.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-06,0.00,31.10,13.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-07,0.00,33.90,18.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-08,0.00,37.80,19.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-09,0.00,36.50,21.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-10,0.00,36.90,20.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-11,0.00,36.90,22.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-12,0.00,38.80,19.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-13,0.00,36.80,15.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-14,0.00,37.30,14.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-15,0.00,36.50,18.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-16,0.00,36.50,14.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-17,0.00,34.20,17.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-18,0.00,31.40,16.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-19,0.00,27.50,12.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-20,0.00,34.50,12.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-21,0.00,35.20,15.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-22,0.00,36.60,17.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-23,0.00,28.70,15.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-24,0.00,31.80,12.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-25,2.00,38.10,15.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-26,0.00,33.60,17.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-27,14.50,34.20,18.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-28,0.00,32.80,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-29,0.00,33.40,19.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-30,0.60,34.80,21.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-03-31,0.00,34.60,19.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-01,0.00,34.70,22.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-02,0.00,33.60,21.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-03,0.00,34.70,19.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-04,0.00,33.80,20.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-05,0.00,35.30,18.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-06,0.00,36.30,18.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-07,0.00,35.70,20.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-08,0.00,33.40,20.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-09,0.00,34.20,19.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-10,0.00,33.80,19.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-11,0.00,26.20,15.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-12,0.00,24.20,12.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-13,0.00,28.10,12.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-14,0.00,32.10,16.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-15,0.00,33.10,17.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-16,0.00,31.50,15.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-17,6.50,33.70,13.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-18,0.00,30.50,15.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-19,0.00,33.00,17.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-20,0.20,32.90,17.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-21,0.00,31.80,20.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-22,0.00,31.70,16.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-23,0.00,33.50,15.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-24,0.00,34.90,17.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-25,0.00,32.60,12.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-26,0.00,27.00,10.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-27,0.00,18.20,10.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-28,0.00,16.10,5.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-29,0.00,21.80,3.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-04-30,0.00,26.10,7.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-01,0.00,30.00,8.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-02,0.00,30.90,11.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-03,0.00,31.50,10.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-04,0.00,32.40,11.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-05,0.00,32.20,13.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-06,0.00,31.00,13.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-07,0.00,30.30,10.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-08,0.00,30.50,10.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-09,0.00,31.10,8.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-10,0.00,28.50,8.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-11,0.00,30.50,6.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-12,0.00,31.10,8.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-13,0.00,30.20,16.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-14,0.00,29.90,14.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-15,0.00,20.40,7.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-16,0.00,24.20,6.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-17,0.00,24.60,4.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-18,0.00,31.70,6.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-19,0.00,28.90,11.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-20,0.50,16.50,6.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-21,0.00,11.60,2.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-22,0.00,12.80,-3.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-23,0.00,16.00,-1.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-24,0.00,17.90,0.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-25,0.00,19.20,-1.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-26,0.00,22.60,-0.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-27,0.00,24.10,2.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-28,0.00,24.90,4.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-29,0.00,27.40,6.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-30,0.00,23.90,10.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-05-31,0.00,22.10,5.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-01,0.00,26.50,4.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-02,0.00,25.00,7.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-03,0.00,24.40,14.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-04,0.00,21.80,11.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-05,0.00,16.80,5.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-06,0.00,17.40,5.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-07,0.00,16.10,4.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-08,0.00,16.60,4.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-09,0.00,19.70,0.90
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-10,0.00,18.20,0.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-11,0.00,18.00,0.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-12,0.00,20.00,0.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-13,0.00,22.20,0.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-14,0.00,20.50,1.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-15,0.00,19.80,-1.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-16,0.00,24.50,-1.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-17,0.00,24.80,2.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-18,0.00,18.30,0.60
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-19,0.00,25.50,0.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-20,0.00,25.20,2.80
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-21,0.00,24.40,3.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-22,0.00,23.70,8.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-23,0.00,24.60,11.70
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-24,0.00,25.70,12.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-25,0.00,26.70,8.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-26,0.00,12.10,3.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-27,0.00,14.90,-1.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-28,0.00,19.10,-1.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-29,0.00,22.20,-0.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-06-30,0.00,24.70,1.40
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-01,0.00,16.90,4.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-02,0.00,19.30,1.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-03,0.00,20.90,5.30
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-04,0.00,20.90,3.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-05,0.00,20.50,2.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-06,0.00,22.20,6.10
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-07,0.00,23.50,8.20
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-08,0.00,17.20,0.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-09,0.00,18.90,-1.00
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-10,0.00,21.10,0.50
0317475A8,UPINGTON WO,-28.41,21.26,2007-07-11,0.00,24.10,7.20
